	cmd	descr	duration	enclaved	operation	program	size	time
0	['cargo', 'build', '--features=enclavization_bin']	Time spent building the program in debug mode with multiple codegen units	5850.656986236572	False	debug	build gcd		2021-08-21 12:40:25.613264
1	['cargo', 'rustc', '--features=enclavization_bin', '--', '-C', 'codegen-units=1']	Time spent building the program in debug mode with one codegen unit	6655.0798416137695	False	debug, codegen-units=1	build gcd		2021-08-21 12:40:32.272489
2	['cargo', 'build', '--features=enclavization_bin', '--release']	Time spent building the program in release mode with multiple codegen units	15734.180927276611	False	release	build gcd		2021-08-21 12:40:48.010422
3	['cargo', 'rustc', '--features=enclavization_bin', '--release', '--', '-C', 'codegen-units=1']	Time spent building the program in release mode with one codegen unit	18360.22424697876	False	release, codegen-units=1	build gcd		2021-08-21 12:41:06.373059
0	['make', 'all']	Time spent building the program in debug mode	45702.375173568726	True	debug, codegen-units=1	build gcd		2021-08-21 12:41:52.116931
1	['make', 'all']	Time spent building the program in release mode	105781.32438659668	True	release, codegen-units=1	build gcd		2021-08-21 12:43:37.944196
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:43:37.948387
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:43:37.950844
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:43:37.953169
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000134	False	1597, 2584	gcd	4.0	2021-08-21 12:43:37.955940
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:43:37.959242
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000224	False	121393, 196418	gcd	6.0	2021-08-21 12:43:37.962911
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:43:37.967112
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000372	False	14930352, 24157817	gcd	8.0	2021-08-21 12:43:37.971794
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000408	False	102334155, 165580141	gcd	9.0	2021-08-21 12:43:37.977460
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000532	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:43:37.983512
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020115	True	2, 3	gcd	1.0	2021-08-21 12:43:37.995134
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039941	True	13, 21	gcd	2.0	2021-08-21 12:43:38.277260
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.065095	True	144, 233	gcd	3.0	2021-08-21 12:43:38.757250
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089705	True	1597, 2584	gcd	4.0	2021-08-21 12:43:39.489227
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109499	True	10946, 17711	gcd	5.0	2021-08-21 12:43:40.465262
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134773	True	121393, 196418	gcd	6.0	2021-08-21 12:43:41.641258
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.15986	True	1346269, 2178309	gcd	7.0	2021-08-21 12:43:43.069246
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184064	True	14930352, 24157817	gcd	8.0	2021-08-21 12:43:44.749274
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.204331	True	102334155, 165580141	gcd	9.0	2021-08-21 12:43:46.669283
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254407	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:43:48.793221
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:43:51.421978
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:43:51.424373
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:43:51.426713
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:43:51.429516
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000181	False	10946, 17711	gcd	5.0	2021-08-21 12:43:51.432836
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000254	False	121393, 196418	gcd	6.0	2021-08-21 12:43:51.436685
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000344	False	1346269, 2178309	gcd	7.0	2021-08-21 12:43:51.441477
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000461	False	14930352, 24157817	gcd	8.0	2021-08-21 12:43:51.447361
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000455	False	102334155, 165580141	gcd	9.0	2021-08-21 12:43:51.454345
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000617	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:43:51.460970
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.02003	True	2, 3	gcd	1.0	2021-08-21 12:43:51.474600
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039989	True	13, 21	gcd	2.0	2021-08-21 12:43:51.761248
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064864	True	144, 233	gcd	3.0	2021-08-21 12:43:52.241229
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089766	True	1597, 2584	gcd	4.0	2021-08-21 12:43:52.969261
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109569	True	10946, 17711	gcd	5.0	2021-08-21 12:43:53.945280
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134528	True	121393, 196418	gcd	6.0	2021-08-21 12:43:55.121254
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159059	True	1346269, 2178309	gcd	7.0	2021-08-21 12:43:56.545207
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184305	True	14930352, 24157817	gcd	8.0	2021-08-21 12:43:58.217268
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203816	True	102334155, 165580141	gcd	9.0	2021-08-21 12:44:00.141229
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254322	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:02.261264
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:44:04.889951
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:44:04.892416
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:44:04.894762
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:44:04.897545
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:44:04.900841
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000223	False	121393, 196418	gcd	6.0	2021-08-21 12:44:04.904516
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000303	False	1346269, 2178309	gcd	7.0	2021-08-21 12:44:04.908682
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000427	False	14930352, 24157817	gcd	8.0	2021-08-21 12:44:04.913890
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000437	False	102334155, 165580141	gcd	9.0	2021-08-21 12:44:04.920314
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000669	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:04.926641
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020102	True	2, 3	gcd	1.0	2021-08-21 12:44:04.941296
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040219	True	13, 21	gcd	2.0	2021-08-21 12:44:05.225286
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064746	True	144, 233	gcd	3.0	2021-08-21 12:44:05.709225
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089827	True	1597, 2584	gcd	4.0	2021-08-21 12:44:06.437241
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109716	True	10946, 17711	gcd	5.0	2021-08-21 12:44:07.417243
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134389	True	121393, 196418	gcd	6.0	2021-08-21 12:44:08.593297
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158844	True	1346269, 2178309	gcd	7.0	2021-08-21 12:44:10.017266
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184617	True	14930352, 24157817	gcd	8.0	2021-08-21 12:44:11.685287
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203972	True	102334155, 165580141	gcd	9.0	2021-08-21 12:44:13.613249
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254155	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:15.733277
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:44:18.358412
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:44:18.360828
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:44:18.363181
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:44:18.365993
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000187	False	10946, 17711	gcd	5.0	2021-08-21 12:44:18.369256
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.00026	False	121393, 196418	gcd	6.0	2021-08-21 12:44:18.373102
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.00037	False	1346269, 2178309	gcd	7.0	2021-08-21 12:44:18.377891
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000405	False	14930352, 24157817	gcd	8.0	2021-08-21 12:44:18.383969
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000456	False	102334155, 165580141	gcd	9.0	2021-08-21 12:44:18.389959
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000592	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:18.396535
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020156	True	2, 3	gcd	1.0	2021-08-21 12:44:18.410189
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039921	True	13, 21	gcd	2.0	2021-08-21 12:44:18.697250
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.065036	True	144, 233	gcd	3.0	2021-08-21 12:44:19.177273
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089882	True	1597, 2584	gcd	4.0	2021-08-21 12:44:19.909221
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109895	True	10946, 17711	gcd	5.0	2021-08-21 12:44:20.889261
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134344	True	121393, 196418	gcd	6.0	2021-08-21 12:44:22.069258
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159504	True	1346269, 2178309	gcd	7.0	2021-08-21 12:44:23.493290
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183461	True	14930352, 24157817	gcd	8.0	2021-08-21 12:44:25.169246
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.204303	True	102334155, 165580141	gcd	9.0	2021-08-21 12:44:27.085236
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.25387	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:29.209225
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:44:31.833974
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:44:31.836392
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:44:31.838739
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:44:31.841529
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000181	False	10946, 17711	gcd	5.0	2021-08-21 12:44:31.844860
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000254	False	121393, 196418	gcd	6.0	2021-08-21 12:44:31.848712
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000365	False	1346269, 2178309	gcd	7.0	2021-08-21 12:44:31.853446
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000625	False	14930352, 24157817	gcd	8.0	2021-08-21 12:44:31.859642
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000721	False	102334155, 165580141	gcd	9.0	2021-08-21 12:44:31.868769
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000676	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:31.879418
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020068	True	2, 3	gcd	1.0	2021-08-21 12:44:31.894857
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040081	True	13, 21	gcd	2.0	2021-08-21 12:44:32.181264
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064781	True	144, 233	gcd	3.0	2021-08-21 12:44:32.661224
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089963	True	1597, 2584	gcd	4.0	2021-08-21 12:44:33.389250
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109664	True	10946, 17711	gcd	5.0	2021-08-21 12:44:34.369242
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134733	True	121393, 196418	gcd	6.0	2021-08-21 12:44:35.545264
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159405	True	1346269, 2178309	gcd	7.0	2021-08-21 12:44:36.973230
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184193	True	14930352, 24157817	gcd	8.0	2021-08-21 12:44:38.645255
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203999	True	102334155, 165580141	gcd	9.0	2021-08-21 12:44:40.565254
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253607	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:42.685261
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:44:45.305989
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:44:45.308392
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:44:45.310725
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:44:45.313507
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:44:45.316808
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000223	False	121393, 196418	gcd	6.0	2021-08-21 12:44:45.320471
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:44:45.324657
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000425	False	14930352, 24157817	gcd	8.0	2021-08-21 12:44:45.329326
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000432	False	102334155, 165580141	gcd	9.0	2021-08-21 12:44:45.335772
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000662	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:45.342076
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020054	True	2, 3	gcd	1.0	2021-08-21 12:44:45.356743
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040132	True	13, 21	gcd	2.0	2021-08-21 12:44:45.641265
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064661	True	144, 233	gcd	3.0	2021-08-21 12:44:46.121243
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089609	True	1597, 2584	gcd	4.0	2021-08-21 12:44:46.849273
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109446	True	10946, 17711	gcd	5.0	2021-08-21 12:44:47.825253
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.135063	True	121393, 196418	gcd	6.0	2021-08-21 12:44:49.001267
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159659	True	1346269, 2178309	gcd	7.0	2021-08-21 12:44:50.433216
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183672	True	14930352, 24157817	gcd	8.0	2021-08-21 12:44:52.109251
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203929	True	102334155, 165580141	gcd	9.0	2021-08-21 12:44:54.025271
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254393	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:56.145261
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.3e-05	False	2, 3	gcd	1.0	2021-08-21 12:44:58.773977
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:44:58.776408
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:44:58.778720
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:44:58.781521
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:44:58.784834
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000223	False	121393, 196418	gcd	6.0	2021-08-21 12:44:58.788517
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000303	False	1346269, 2178309	gcd	7.0	2021-08-21 12:44:58.792663
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000469	False	14930352, 24157817	gcd	8.0	2021-08-21 12:44:58.797858
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.00044	False	102334155, 165580141	gcd	9.0	2021-08-21 12:44:58.804903
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000576	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:44:58.811294
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020169	True	2, 3	gcd	1.0	2021-08-21 12:44:58.823727
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039966	True	13, 21	gcd	2.0	2021-08-21 12:44:59.109223
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.065001	True	144, 233	gcd	3.0	2021-08-21 12:44:59.589265
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089861	True	1597, 2584	gcd	4.0	2021-08-21 12:45:00.321209
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109548	True	10946, 17711	gcd	5.0	2021-08-21 12:45:01.301265
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.133781	True	121393, 196418	gcd	6.0	2021-08-21 12:45:02.477213
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159341	True	1346269, 2178309	gcd	7.0	2021-08-21 12:45:03.897263
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.1841	True	14930352, 24157817	gcd	8.0	2021-08-21 12:45:05.569264
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.204248	True	102334155, 165580141	gcd	9.0	2021-08-21 12:45:07.489270
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253453	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:45:09.613243
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:45:12.234018
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:45:12.236448
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:45:12.238787
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:45:12.241590
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:45:12.244876
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000223	False	121393, 196418	gcd	6.0	2021-08-21 12:45:12.248542
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:45:12.252729
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000428	False	14930352, 24157817	gcd	8.0	2021-08-21 12:45:12.257413
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000434	False	102334155, 165580141	gcd	9.0	2021-08-21 12:45:12.263892
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000599	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:45:12.270196
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019992	True	2, 3	gcd	1.0	2021-08-21 12:45:12.284512
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040043	True	13, 21	gcd	2.0	2021-08-21 12:45:12.573248
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064812	True	144, 233	gcd	3.0	2021-08-21 12:45:13.053259
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.090082	True	1597, 2584	gcd	4.0	2021-08-21 12:45:13.781279
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109747	True	10946, 17711	gcd	5.0	2021-08-21 12:45:14.761243
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134204	True	121393, 196418	gcd	6.0	2021-08-21 12:45:15.937266
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159265	True	1346269, 2178309	gcd	7.0	2021-08-21 12:45:17.357263
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184171	True	14930352, 24157817	gcd	8.0	2021-08-21 12:45:19.029275
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.204927	True	102334155, 165580141	gcd	9.0	2021-08-21 12:45:20.949265
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253409	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:45:23.077239
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:45:25.698015
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:45:25.700402
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:45:25.702749
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:45:25.705557
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000181	False	10946, 17711	gcd	5.0	2021-08-21 12:45:25.708867
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000254	False	121393, 196418	gcd	6.0	2021-08-21 12:45:25.712684
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000365	False	1346269, 2178309	gcd	7.0	2021-08-21 12:45:25.717476
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000518	False	14930352, 24157817	gcd	8.0	2021-08-21 12:45:25.723668
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000464	False	102334155, 165580141	gcd	9.0	2021-08-21 12:45:25.731593
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000575	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:45:25.738391
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.01989	True	2, 3	gcd	1.0	2021-08-21 12:45:25.751899
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.03991	True	13, 21	gcd	2.0	2021-08-21 12:45:26.033215
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.065039	True	144, 233	gcd	3.0	2021-08-21 12:45:26.513264
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089743	True	1597, 2584	gcd	4.0	2021-08-21 12:45:27.245223
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109656	True	10946, 17711	gcd	5.0	2021-08-21 12:45:28.221272
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134237	True	121393, 196418	gcd	6.0	2021-08-21 12:45:29.397243
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159538	True	1346269, 2178309	gcd	7.0	2021-08-21 12:45:30.821272
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184103	True	14930352, 24157817	gcd	8.0	2021-08-21 12:45:32.497235
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203996	True	102334155, 165580141	gcd	9.0	2021-08-21 12:45:34.417249
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254444	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:45:36.537259
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:45:39.165999
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:45:39.168445
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:45:39.170809
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:45:39.173636
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:45:39.176911
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:45:39.180584
