	cmd	descr	duration	enclaved	operation	program	size	time
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019896	True	2, 3	gcd	1.0	2021-08-21 12:53:30.223945
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040208	True	13, 21	gcd	2.0	2021-08-21 12:53:30.509248
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064639	True	144, 233	gcd	3.0	2021-08-21 12:53:30.989272
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089922	True	1597, 2584	gcd	4.0	2021-08-21 12:53:31.717233
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109373	True	10946, 17711	gcd	5.0	2021-08-21 12:53:32.697316
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134348	True	121393, 196418	gcd	6.0	2021-08-21 12:53:33.869225
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158971	True	1346269, 2178309	gcd	7.0	2021-08-21 12:53:35.293273
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184299	True	14930352, 24157817	gcd	8.0	2021-08-21 12:53:36.961250
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203282	True	102334155, 165580141	gcd	9.0	2021-08-21 12:53:38.885287
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.25411	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:53:40.997219
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:53:43.622158
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:53:43.624614
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:53:43.626955
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:53:43.629791
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:53:43.633090
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.00024	False	121393, 196418	gcd	6.0	2021-08-21 12:53:43.636785
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.00033	False	1346269, 2178309	gcd	7.0	2021-08-21 12:53:43.641178
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000505	False	14930352, 24157817	gcd	8.0	2021-08-21 12:53:43.646778
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000475	False	102334155, 165580141	gcd	9.0	2021-08-21 12:53:43.654236
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000644	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:53:43.661280
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020163	True	2, 3	gcd	1.0	2021-08-21 12:53:43.675175
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.04001	True	13, 21	gcd	2.0	2021-08-21 12:53:43.961229
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.06484	True	144, 233	gcd	3.0	2021-08-21 12:53:44.441292
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.08958	True	1597, 2584	gcd	4.0	2021-08-21 12:53:45.169239
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109607	True	10946, 17711	gcd	5.0	2021-08-21 12:53:46.145301
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.133681	True	121393, 196418	gcd	6.0	2021-08-21 12:53:47.321265
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158832	True	1346269, 2178309	gcd	7.0	2021-08-21 12:53:48.737228
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183467	True	14930352, 24157817	gcd	8.0	2021-08-21 12:53:50.405300
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.204013	True	102334155, 165580141	gcd	9.0	2021-08-21 12:53:52.321225
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253114	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:53:54.441277
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.3e-05	False	2, 3	gcd	1.0	2021-08-21 12:53:57.058184
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:53:57.060760
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:53:57.063109
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:53:57.065914
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:53:57.069257
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:53:57.072960
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:53:57.077165
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000415	False	14930352, 24157817	gcd	8.0	2021-08-21 12:53:57.081868
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000449	False	102334155, 165580141	gcd	9.0	2021-08-21 12:53:57.088053
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000531	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:53:57.094682
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019895	True	2, 3	gcd	1.0	2021-08-21 12:53:57.106823
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039954	True	13, 21	gcd	2.0	2021-08-21 12:53:57.385213
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.065131	True	144, 233	gcd	3.0	2021-08-21 12:53:57.865306
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089453	True	1597, 2584	gcd	4.0	2021-08-21 12:53:58.597337
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109692	True	10946, 17711	gcd	5.0	2021-08-21 12:53:59.573229
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134005	True	121393, 196418	gcd	6.0	2021-08-21 12:54:00.749297
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.1591	True	1346269, 2178309	gcd	7.0	2021-08-21 12:54:02.169231
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184119	True	14930352, 24157817	gcd	8.0	2021-08-21 12:54:03.841279
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203461	True	102334155, 165580141	gcd	9.0	2021-08-21 12:54:05.761304
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253779	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:54:07.877222
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:54:10.498241
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:54:10.500691
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:54:10.503059
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:54:10.505870
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:54:10.509177
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000226	False	121393, 196418	gcd	6.0	2021-08-21 12:54:10.512874
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000311	False	1346269, 2178309	gcd	7.0	2021-08-21 12:54:10.517173
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000511	False	14930352, 24157817	gcd	8.0	2021-08-21 12:54:10.522490
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.00063	False	102334155, 165580141	gcd	9.0	2021-08-21 12:54:10.530139
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000693	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:54:10.539422
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020191	True	2, 3	gcd	1.0	2021-08-21 12:54:10.554956
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040011	True	13, 21	gcd	2.0	2021-08-21 12:54:10.837249
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064453	True	144, 233	gcd	3.0	2021-08-21 12:54:11.317291
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089925	True	1597, 2584	gcd	4.0	2021-08-21 12:54:12.041217
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109038	True	10946, 17711	gcd	5.0	2021-08-21 12:54:13.021281
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134518	True	121393, 196418	gcd	6.0	2021-08-21 12:54:14.193230
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158687	True	1346269, 2178309	gcd	7.0	2021-08-21 12:54:15.617232
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184373	True	14930352, 24157817	gcd	8.0	2021-08-21 12:54:17.285259
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.20384	True	102334155, 165580141	gcd	9.0	2021-08-21 12:54:19.209293
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253518	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:54:21.329316
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:54:23.950199
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:54:23.952642
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:54:23.955014
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:54:23.957821
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:54:23.961132
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:54:23.964848
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:54:23.969100
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000381	False	14930352, 24157817	gcd	8.0	2021-08-21 12:54:23.973768
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000473	False	102334155, 165580141	gcd	9.0	2021-08-21 12:54:23.979632
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000589	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:54:23.986547
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019897	True	2, 3	gcd	1.0	2021-08-21 12:54:23.999911
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039867	True	13, 21	gcd	2.0	2021-08-21 12:54:24.281222
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064532	True	144, 233	gcd	3.0	2021-08-21 12:54:24.761255
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089257	True	1597, 2584	gcd	4.0	2021-08-21 12:54:25.485245
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109536	True	10946, 17711	gcd	5.0	2021-08-21 12:54:26.457256
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134285	True	121393, 196418	gcd	6.0	2021-08-21 12:54:27.633250
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159642	True	1346269, 2178309	gcd	7.0	2021-08-21 12:54:29.057285
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184201	True	14930352, 24157817	gcd	8.0	2021-08-21 12:54:30.733247
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203162	True	102334155, 165580141	gcd	9.0	2021-08-21 12:54:32.653276
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253541	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:54:34.765244
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:54:37.386298
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:54:37.388751
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:54:37.391108
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:54:37.393917
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:54:37.397229
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000226	False	121393, 196418	gcd	6.0	2021-08-21 12:54:37.400946
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.00031	False	1346269, 2178309	gcd	7.0	2021-08-21 12:54:37.405218
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000476	False	14930352, 24157817	gcd	8.0	2021-08-21 12:54:37.410604
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000452	False	102334155, 165580141	gcd	9.0	2021-08-21 12:54:37.417780
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000625	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:54:37.424312
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019932	True	2, 3	gcd	1.0	2021-08-21 12:54:37.439625
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039887	True	13, 21	gcd	2.0	2021-08-21 12:54:37.729253
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064584	True	144, 233	gcd	3.0	2021-08-21 12:54:38.209256
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089479	True	1597, 2584	gcd	4.0	2021-08-21 12:54:38.933243
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.1091	True	10946, 17711	gcd	5.0	2021-08-21 12:54:39.909229
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.13437	True	121393, 196418	gcd	6.0	2021-08-21 12:54:41.081240
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158834	True	1346269, 2178309	gcd	7.0	2021-08-21 12:54:42.505276
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183875	True	14930352, 24157817	gcd	8.0	2021-08-21 12:54:44.173238
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203717	True	102334155, 165580141	gcd	9.0	2021-08-21 12:54:46.093257
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253804	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:54:48.209249
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:54:50.834333
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:54:50.836773
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:54:50.839136
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:54:50.841938
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000187	False	10946, 17711	gcd	5.0	2021-08-21 12:54:50.845245
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000261	False	121393, 196418	gcd	6.0	2021-08-21 12:54:50.849124
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000368	False	1346269, 2178309	gcd	7.0	2021-08-21 12:54:50.854016
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000407	False	14930352, 24157817	gcd	8.0	2021-08-21 12:54:50.860107
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000503	False	102334155, 165580141	gcd	9.0	2021-08-21 12:54:50.866169
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000555	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:54:50.873461
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019992	True	2, 3	gcd	1.0	2021-08-21 12:54:50.886382
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039682	True	13, 21	gcd	2.0	2021-08-21 12:54:51.169252
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.065164	True	144, 233	gcd	3.0	2021-08-21 12:54:51.645241
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089249	True	1597, 2584	gcd	4.0	2021-08-21 12:54:52.377274
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109531	True	10946, 17711	gcd	5.0	2021-08-21 12:54:53.349215
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.133972	True	121393, 196418	gcd	6.0	2021-08-21 12:54:54.525273
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158567	True	1346269, 2178309	gcd	7.0	2021-08-21 12:54:55.945254
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183486	True	14930352, 24157817	gcd	8.0	2021-08-21 12:54:57.609282
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.204004	True	102334155, 165580141	gcd	9.0	2021-08-21 12:54:59.525227
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.252271	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:01.645282
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:55:04.254312
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:55:04.256761
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:55:04.259107
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:55:04.261908
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000186	False	10946, 17711	gcd	5.0	2021-08-21 12:55:04.265210
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000261	False	121393, 196418	gcd	6.0	2021-08-21 12:55:04.269061
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000369	False	1346269, 2178309	gcd	7.0	2021-08-21 12:55:04.273936
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000405	False	14930352, 24157817	gcd	8.0	2021-08-21 12:55:04.280025
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000455	False	102334155, 165580141	gcd	9.0	2021-08-21 12:55:04.286045
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000631	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:04.292645
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019993	True	2, 3	gcd	1.0	2021-08-21 12:55:04.308181
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039715	True	13, 21	gcd	2.0	2021-08-21 12:55:04.597277
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064777	True	144, 233	gcd	3.0	2021-08-21 12:55:05.073259
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089298	True	1597, 2584	gcd	4.0	2021-08-21 12:55:05.801281
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109222	True	10946, 17711	gcd	5.0	2021-08-21 12:55:06.773243
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134234	True	121393, 196418	gcd	6.0	2021-08-21 12:55:07.945215
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158148	True	1346269, 2178309	gcd	7.0	2021-08-21 12:55:09.369285
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183631	True	14930352, 24157817	gcd	8.0	2021-08-21 12:55:11.029261
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.202995	True	102334155, 165580141	gcd	9.0	2021-08-21 12:55:12.945279
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.2528	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:15.057234
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:55:17.670291
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:55:17.672739
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:55:17.675099
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:55:17.677913
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:55:17.681229
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000229	False	121393, 196418	gcd	6.0	2021-08-21 12:55:17.685165
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000315	False	1346269, 2178309	gcd	7.0	2021-08-21 12:55:17.689449
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000472	False	14930352, 24157817	gcd	8.0	2021-08-21 12:55:17.694842
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000456	False	102334155, 165580141	gcd	9.0	2021-08-21 12:55:17.701946
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000593	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:17.708505
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019912	True	2, 3	gcd	1.0	2021-08-21 12:55:17.722171
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039969	True	13, 21	gcd	2.0	2021-08-21 12:55:18.005260
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064604	True	144, 233	gcd	3.0	2021-08-21 12:55:18.485272
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089281	True	1597, 2584	gcd	4.0	2021-08-21 12:55:19.213235
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109353	True	10946, 17711	gcd	5.0	2021-08-21 12:55:20.185248
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.13392	True	121393, 196418	gcd	6.0	2021-08-21 12:55:21.357289
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158732	True	1346269, 2178309	gcd	7.0	2021-08-21 12:55:22.777253
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183939	True	14930352, 24157817	gcd	8.0	2021-08-21 12:55:24.445245
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203462	True	102334155, 165580141	gcd	9.0	2021-08-21 12:55:26.365288
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253759	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:28.481234
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:55:31.102358
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:55:31.104856
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:55:31.107224
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:55:31.110024
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:55:31.113310
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:55:31.116994
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000273	False	1346269, 2178309	gcd	7.0	2021-08-21 12:55:31.121209
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000424	False	14930352, 24157817	gcd	8.0	2021-08-21 12:55:31.125935
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.00044	False	102334155, 165580141	gcd	9.0	2021-08-21 12:55:31.132362
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000574	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:31.138751
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019887	True	2, 3	gcd	1.0	2021-08-21 12:55:31.151811
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039769	True	13, 21	gcd	2.0	2021-08-21 12:55:31.433234
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064834	True	144, 233	gcd	3.0	2021-08-21 12:55:31.909220
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089402	True	1597, 2584	gcd	4.0	2021-08-21 12:55:32.637285
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109567	True	10946, 17711	gcd	5.0	2021-08-21 12:55:33.613274
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.133717	True	121393, 196418	gcd	6.0	2021-08-21 12:55:34.789270
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158806	True	1346269, 2178309	gcd	7.0	2021-08-21 12:55:36.205238
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183437	True	14930352, 24157817	gcd	8.0	2021-08-21 12:55:37.873253
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203975	True	102334155, 165580141	gcd	9.0	2021-08-21 12:55:39.789242
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253805	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:41.909246
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:55:44.534334
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:55:44.536791
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:55:44.539187
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:55:44.541975
