	cmd	descr	duration	enclaved	operation	program	size	time
5	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.675	False	sign	maxisign	102400.0	2021-08-23 08:34:31.135034
6	['target/release/maxisign', 'verify', '/tmp/tmproi6scb3']	Time from after program startup until after verification result has been emitted	0.49	False	verify	maxisign	102400.0	2021-08-23 08:34:31.137883
7	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	2.911	False	sign	maxisign	524288.0	2021-08-23 08:34:31.156277
8	['target/release/maxisign', 'verify', '/tmp/tmpdmikjcg_']	Time from after program startup until after verification result has been emitted	1.874	False	verify	maxisign	524288.0	2021-08-23 08:34:31.161388
9	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	5.764	False	sign	maxisign	1048576.0	2021-08-23 08:34:31.196462
10	['target/release/maxisign', 'verify', '/tmp/tmp8_d022x9']	Time from after program startup until after verification result has been emitted	3.653	False	verify	maxisign	1048576.0	2021-08-23 08:34:31.204503
11	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	23.136	False	sign	maxisign	4194304.0	2021-08-23 08:34:31.333652
12	['target/release/maxisign', 'verify', '/tmp/tmpelzttde3']	Time from after program startup until after verification result has been emitted	14.52	False	verify	maxisign	4194304.0	2021-08-23 08:34:31.359315
13	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	46.155	False	sign	maxisign	8388608.0	2021-08-23 08:34:31.622625
14	['target/release/maxisign', 'verify', '/tmp/tmp2tblap4s']	Time from after program startup until after verification result has been emitted	28.875	False	verify	maxisign	8388608.0	2021-08-23 08:34:31.671622
15	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	69.333	False	sign	maxisign	12582912.0	2021-08-23 08:34:32.072432
16	['target/release/maxisign', 'verify', '/tmp/tmpcuntp8jw']	Time from after program startup until after verification result has been emitted	43.035	False	verify	maxisign	12582912.0	2021-08-23 08:34:32.144941
0	['build/maxisign', 'genkey']	Time from after program startup to complete key generation	0.715	True	genkey	maxisign		2021-08-23 08:34:32.197090
1	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.691	True	sign	maxisign	1024.0	2021-08-23 08:34:32.281696
2	['build/maxisign', 'verify', '/tmp/tmp4afu8l65']	Time from after program startup until after verification result has been emitted	0.123	True	verify	maxisign	1024.0	2021-08-23 08:34:32.365423
3	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.744	True	sign	maxisign	10240.0	2021-08-23 08:34:32.449923
4	['build/maxisign', 'verify', '/tmp/tmp581lt26c']	Time from after program startup until after verification result has been emitted	0.155	True	verify	maxisign	10240.0	2021-08-23 08:34:32.537409
5	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	1.462	True	sign	maxisign	102400.0	2021-08-23 08:34:32.624583
6	['build/maxisign', 'verify', '/tmp/tmpvo3zf0js']	Time from after program startup until after verification result has been emitted	0.589	True	verify	maxisign	102400.0	2021-08-23 08:34:32.709399
7	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	4.117	True	sign	maxisign	524288.0	2021-08-23 08:34:32.808955
8	['build/maxisign', 'verify', '/tmp/tmp2khzjypo']	Time from after program startup until after verification result has been emitted	2.039	True	verify	maxisign	524288.0	2021-08-23 08:34:32.897413
9	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	7.455	True	sign	maxisign	1048576.0	2021-08-23 08:34:33.012379
10	['build/maxisign', 'verify', '/tmp/tmp_ticrqt1']	Time from after program startup until after verification result has been emitted	3.833	True	verify	maxisign	1048576.0	2021-08-23 08:34:33.101411
11	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	27.627	True	sign	maxisign	4194304.0	2021-08-23 08:34:33.315127
12	['build/maxisign', 'verify', '/tmp/tmpgr8qw1vu']	Time from after program startup until after verification result has been emitted	14.576	True	verify	maxisign	4194304.0	2021-08-23 08:34:33.425393
13	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	54.741	True	sign	maxisign	8388608.0	2021-08-23 08:34:33.767518
14	['build/maxisign', 'verify', '/tmp/tmpcqi6f5xj']	Time from after program startup until after verification result has been emitted	28.98	True	verify	maxisign	8388608.0	2021-08-23 08:34:33.905414
15	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	81.643	True	sign	maxisign	12582912.0	2021-08-23 08:34:34.386704
16	['build/maxisign', 'verify', '/tmp/tmpf6n5_meu']	Time from after program startup until after verification result has been emitted	43.557	True	verify	maxisign	12582912.0	2021-08-23 08:34:34.549398
0	['target/release/maxisign', 'genkey']	Time from after program startup to complete key generation	0.098	False	genkey	maxisign		2021-08-23 08:34:34.683437
1	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.081	False	sign	maxisign	1024.0	2021-08-23 08:34:34.686235
2	['target/release/maxisign', 'verify', '/tmp/tmpwek5czpm']	Time from after program startup until after verification result has been emitted	0.11	False	verify	maxisign	1024.0	2021-08-23 08:34:34.688533
3	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.124	False	sign	maxisign	10240.0	2021-08-23 08:34:34.691341
4	['target/release/maxisign', 'verify', '/tmp/tmpvjk2rnol']	Time from after program startup until after verification result has been emitted	0.132	False	verify	maxisign	10240.0	2021-08-23 08:34:34.693625
5	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.663	False	sign	maxisign	102400.0	2021-08-23 08:34:34.699191
6	['target/release/maxisign', 'verify', '/tmp/tmpwsnasiaf']	Time from after program startup until after verification result has been emitted	0.449	False	verify	maxisign	102400.0	2021-08-23 08:34:34.701990
7	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	2.902	False	sign	maxisign	524288.0	2021-08-23 08:34:34.720424
8	['target/release/maxisign', 'verify', '/tmp/tmpc_uv377z']	Time from after program startup until after verification result has been emitted	1.858	False	verify	maxisign	524288.0	2021-08-23 08:34:34.725501
9	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	5.764	False	sign	maxisign	1048576.0	2021-08-23 08:34:34.760648
10	['target/release/maxisign', 'verify', '/tmp/tmpxao6qos2']	Time from after program startup until after verification result has been emitted	3.637	False	verify	maxisign	1048576.0	2021-08-23 08:34:34.768710
11	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	23.085	False	sign	maxisign	4194304.0	2021-08-23 08:34:34.897971
12	['target/release/maxisign', 'verify', '/tmp/tmp3eqbym4v']	Time from after program startup until after verification result has been emitted	14.432	False	verify	maxisign	4194304.0	2021-08-23 08:34:34.923623
13	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	46.03	False	sign	maxisign	8388608.0	2021-08-23 08:34:35.186860
14	['target/release/maxisign', 'verify', '/tmp/tmpamy2xheq']	Time from after program startup until after verification result has been emitted	28.799	False	verify	maxisign	8388608.0	2021-08-23 08:34:35.235770
15	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	69.093	False	sign	maxisign	12582912.0	2021-08-23 08:34:35.636433
16	['target/release/maxisign', 'verify', '/tmp/tmpgbd4n4ys']	Time from after program startup until after verification result has been emitted	43.154	False	verify	maxisign	12582912.0	2021-08-23 08:34:35.708784
0	['build/maxisign', 'genkey']	Time from after program startup to complete key generation	0.714	True	genkey	maxisign		2021-08-23 08:34:35.761108
1	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.688	True	sign	maxisign	1024.0	2021-08-23 08:34:35.845426
2	['build/maxisign', 'verify', '/tmp/tmpo3mqm4s8']	Time from after program startup until after verification result has been emitted	0.131	True	verify	maxisign	1024.0	2021-08-23 08:34:35.929379
3	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.743	True	sign	maxisign	10240.0	2021-08-23 08:34:36.013927
4	['build/maxisign', 'verify', '/tmp/tmpnvvznch8']	Time from after program startup until after verification result has been emitted	0.161	True	verify	maxisign	10240.0	2021-08-23 08:34:36.097436
5	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	1.469	True	sign	maxisign	102400.0	2021-08-23 08:34:36.184564
6	['build/maxisign', 'verify', '/tmp/tmpyz27s6vr']	Time from after program startup until after verification result has been emitted	0.604	True	verify	maxisign	102400.0	2021-08-23 08:34:36.269367
7	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	4.071	True	sign	maxisign	524288.0	2021-08-23 08:34:36.369313
8	['build/maxisign', 'verify', '/tmp/tmpb9anii_n']	Time from after program startup until after verification result has been emitted	2.037	True	verify	maxisign	524288.0	2021-08-23 08:34:36.457405
9	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	7.366	True	sign	maxisign	1048576.0	2021-08-23 08:34:36.571591
10	['build/maxisign', 'verify', '/tmp/tmp6gor0ru9']	Time from after program startup until after verification result has been emitted	3.853	True	verify	maxisign	1048576.0	2021-08-23 08:34:36.661408
11	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	27.661	True	sign	maxisign	4194304.0	2021-08-23 08:34:36.871320
12	['build/maxisign', 'verify', '/tmp/tmptr8zd1my']	Time from after program startup until after verification result has been emitted	14.611	True	verify	maxisign	4194304.0	2021-08-23 08:34:36.981421
13	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	54.542	True	sign	maxisign	8388608.0	2021-08-23 08:34:37.322793
14	['build/maxisign', 'verify', '/tmp/tmpzn8pfnjj']	Time from after program startup until after verification result has been emitted	28.732	True	verify	maxisign	8388608.0	2021-08-23 08:34:37.461435
15	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	81.749	True	sign	maxisign	12582912.0	2021-08-23 08:34:37.931328
16	['build/maxisign', 'verify', '/tmp/tmpk59p46rl']	Time from after program startup until after verification result has been emitted	43.345	True	verify	maxisign	12582912.0	2021-08-23 08:34:38.097426
0	['target/release/maxisign', 'genkey']	Time from after program startup to complete key generation	0.095	False	genkey	maxisign		2021-08-23 08:34:38.231438
1	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.081	False	sign	maxisign	1024.0	2021-08-23 08:34:38.234262
2	['target/release/maxisign', 'verify', '/tmp/tmp1x8k8v08']	Time from after program startup until after verification result has been emitted	0.109	False	verify	maxisign	1024.0	2021-08-23 08:34:38.236609
3	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.126	False	sign	maxisign	10240.0	2021-08-23 08:34:38.239427
4	['target/release/maxisign', 'verify', '/tmp/tmpti8cy889']	Time from after program startup until after verification result has been emitted	0.136	False	verify	maxisign	10240.0	2021-08-23 08:34:38.241766
5	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.669	False	sign	maxisign	102400.0	2021-08-23 08:34:38.247223
6	['target/release/maxisign', 'verify', '/tmp/tmpg6o7d0iu']	Time from after program startup until after verification result has been emitted	0.485	False	verify	maxisign	102400.0	2021-08-23 08:34:38.250096
7	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	2.921	False	sign	maxisign	524288.0	2021-08-23 08:34:38.268108
8	['target/release/maxisign', 'verify', '/tmp/tmpe4upvvms']	Time from after program startup until after verification result has been emitted	1.861	False	verify	maxisign	524288.0	2021-08-23 08:34:38.273265
9	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	5.764	False	sign	maxisign	1048576.0	2021-08-23 08:34:38.307614
10	['target/release/maxisign', 'verify', '/tmp/tmplwj6sbyx']	Time from after program startup until after verification result has been emitted	3.644	False	verify	maxisign	1048576.0	2021-08-23 08:34:38.315669
11	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	22.99	False	sign	maxisign	4194304.0	2021-08-23 08:34:38.441409
12	['target/release/maxisign', 'verify', '/tmp/tmpb7qlk5ps']	Time from after program startup until after verification result has been emitted	14.352	False	verify	maxisign	4194304.0	2021-08-23 08:34:38.466987
13	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	45.862	False	sign	maxisign	8388608.0	2021-08-23 08:34:38.723227
14	['target/release/maxisign', 'verify', '/tmp/tmpq6x7ag5g']	Time from after program startup until after verification result has been emitted	28.821	False	verify	maxisign	8388608.0	2021-08-23 08:34:38.771965
15	['target/release/maxisign', 'sign']	Time from after program startup until after signature has been emitted	69.115	False	sign	maxisign	12582912.0	2021-08-23 08:34:39.161931
16	['target/release/maxisign', 'verify', '/tmp/tmp7jpy_b86']	Time from after program startup until after verification result has been emitted	43.417	False	verify	maxisign	12582912.0	2021-08-23 08:34:39.234283
0	['build/maxisign', 'genkey']	Time from after program startup to complete key generation	0.717	True	genkey	maxisign		2021-08-23 08:34:39.286862
1	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.681	True	sign	maxisign	1024.0	2021-08-23 08:34:39.369687
2	['build/maxisign', 'verify', '/tmp/tmpdlxly3wm']	Time from after program startup until after verification result has been emitted	0.13	True	verify	maxisign	1024.0	2021-08-23 08:34:39.453448
3	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	0.737	True	sign	maxisign	10240.0	2021-08-23 08:34:39.537938
4	['build/maxisign', 'verify', '/tmp/tmpi7xketn1']	Time from after program startup until after verification result has been emitted	0.156	True	verify	maxisign	10240.0	2021-08-23 08:34:39.621425
5	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	1.473	True	sign	maxisign	102400.0	2021-08-23 08:34:39.708521
6	['build/maxisign', 'verify', '/tmp/tmpao9cn3po']	Time from after program startup until after verification result has been emitted	0.575	True	verify	maxisign	102400.0	2021-08-23 08:34:39.793452
7	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	4.148	True	sign	maxisign	524288.0	2021-08-23 08:34:39.892554
8	['build/maxisign', 'verify', '/tmp/tmpn5d8nn4q']	Time from after program startup until after verification result has been emitted	2.005	True	verify	maxisign	524288.0	2021-08-23 08:34:39.981409
9	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	7.437	True	sign	maxisign	1048576.0	2021-08-23 08:34:40.095563
10	['build/maxisign', 'verify', '/tmp/tmpdw_bl2zn']	Time from after program startup until after verification result has been emitted	3.83	True	verify	maxisign	1048576.0	2021-08-23 08:34:40.185429
11	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	27.503	True	sign	maxisign	4194304.0	2021-08-23 08:34:40.395836
12	['build/maxisign', 'verify', '/tmp/tmpdp6sd7hu']	Time from after program startup until after verification result has been emitted	14.677	True	verify	maxisign	4194304.0	2021-08-23 08:34:40.505435
13	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	54.417	True	sign	maxisign	8388608.0	2021-08-23 08:34:40.847738
14	['build/maxisign', 'verify', '/tmp/tmpto38pl5o']	Time from after program startup until after verification result has been emitted	28.996	True	verify	maxisign	8388608.0	2021-08-23 08:34:40.985442
15	['build/maxisign', 'sign']	Time from after program startup until after signature has been emitted	81.251	True	sign	maxisign	12582912.0	2021-08-23 08:34:41.460024
16	['build/maxisign', 'verify', '/tmp/tmp7ez3zd50']	Time from after program startup until after verification result has been emitted	43.128	True	verify	maxisign	12582912.0	2021-08-23 08:34:41.625500
