	cmd	descr	duration	enclaved	operation	program	size	time
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	4e-05	False		factorial	16.0	2021-08-21 12:24:53.653560
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	4.6e-05	False		factorial	17.0	2021-08-21 12:24:53.656139
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.6e-05	False		factorial	18.0	2021-08-21 12:24:53.658782
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	4.8e-05	False		factorial	19.0	2021-08-21 12:24:53.661473
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	6e-05	False		factorial	20.0	2021-08-21 12:24:53.664139
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:24:53.673123
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.010048	True		factorial	2.0	2021-08-21 12:24:53.753237
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.014964	True		factorial	3.0	2021-08-21 12:24:53.933239
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.020011	True		factorial	4.0	2021-08-21 12:24:54.165185
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.025012	True		factorial	5.0	2021-08-21 12:24:54.445239
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.030017	True		factorial	6.0	2021-08-21 12:24:54.777231
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.03468	True		factorial	7.0	2021-08-21 12:24:55.157264
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039779	True		factorial	8.0	2021-08-21 12:24:55.585200
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044596	True		factorial	9.0	2021-08-21 12:24:56.061240
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.049972	True		factorial	10.0	2021-08-21 12:24:56.585226
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054485	True		factorial	11.0	2021-08-21 12:24:57.165266
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059643	True		factorial	12.0	2021-08-21 12:24:57.789216
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.06428	True		factorial	13.0	2021-08-21 12:24:58.465263
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069347	True		factorial	14.0	2021-08-21 12:24:59.189224
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074471	True		factorial	15.0	2021-08-21 12:24:59.961212
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079214	True		factorial	16.0	2021-08-21 12:25:00.785250
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.085133	True		factorial	17.0	2021-08-21 12:25:01.657220
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089033	True		factorial	18.0	2021-08-21 12:25:02.589273
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.094329	True		factorial	19.0	2021-08-21 12:25:03.561215
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.098795	True		factorial	20.0	2021-08-21 12:25:04.585265
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:25:05.658888
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	4e-06	False		factorial	2.0	2021-08-21 12:25:05.661205
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:25:05.663226
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:25:05.665258
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	1e-05	False		factorial	5.0	2021-08-21 12:25:05.667325
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.1e-05	False		factorial	6.0	2021-08-21 12:25:05.669376
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.3e-05	False		factorial	7.0	2021-08-21 12:25:05.671497
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.5e-05	False		factorial	8.0	2021-08-21 12:25:05.673567
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.6e-05	False		factorial	9.0	2021-08-21 12:25:05.675681
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.2e-05	False		factorial	10.0	2021-08-21 12:25:05.677810
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	2.6e-05	False		factorial	11.0	2021-08-21 12:25:05.679966
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	2.9e-05	False		factorial	12.0	2021-08-21 12:25:05.682189
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3e-05	False		factorial	13.0	2021-08-21 12:25:05.684468
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	3.3e-05	False		factorial	14.0	2021-08-21 12:25:05.686742
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	3.6e-05	False		factorial	15.0	2021-08-21 12:25:05.689023
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	3.6e-05	False		factorial	16.0	2021-08-21 12:25:05.691339
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	3.9e-05	False		factorial	17.0	2021-08-21 12:25:05.693672
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.2e-05	False		factorial	18.0	2021-08-21 12:25:05.696184
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	4.3e-05	False		factorial	19.0	2021-08-21 12:25:05.698574
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	5.2e-05	False		factorial	20.0	2021-08-21 12:25:05.701003
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:25:05.709086
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.009899	True		factorial	2.0	2021-08-21 12:25:05.789261
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.014927	True		factorial	3.0	2021-08-21 12:25:05.969213
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.019857	True		factorial	4.0	2021-08-21 12:25:06.197255
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.024914	True		factorial	5.0	2021-08-21 12:25:06.477223
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029719	True		factorial	6.0	2021-08-21 12:25:06.805252
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.034621	True		factorial	7.0	2021-08-21 12:25:07.181214
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039824	True		factorial	8.0	2021-08-21 12:25:07.609231
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044587	True		factorial	9.0	2021-08-21 12:25:08.089281
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.049574	True		factorial	10.0	2021-08-21 12:25:08.613224
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054886	True		factorial	11.0	2021-08-21 12:25:09.189234
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059651	True		factorial	12.0	2021-08-21 12:25:09.817262
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.064237	True		factorial	13.0	2021-08-21 12:25:10.493231
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069621	True		factorial	14.0	2021-08-21 12:25:11.217211
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074287	True		factorial	15.0	2021-08-21 12:25:11.993270
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079512	True		factorial	16.0	2021-08-21 12:25:12.817226
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084096	True		factorial	17.0	2021-08-21 12:25:13.693276
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089267	True		factorial	18.0	2021-08-21 12:25:14.613218
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.093948	True		factorial	19.0	2021-08-21 12:25:15.585281
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.099227	True		factorial	20.0	2021-08-21 12:25:16.605217
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:25:17.682929
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	3e-06	False		factorial	2.0	2021-08-21 12:25:17.685233
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:25:17.687267
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:25:17.689274
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	1e-05	False		factorial	5.0	2021-08-21 12:25:17.691319
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.1e-05	False		factorial	6.0	2021-08-21 12:25:17.693359
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.5e-05	False		factorial	7.0	2021-08-21 12:25:17.695460
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.6e-05	False		factorial	8.0	2021-08-21 12:25:17.697664
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.8e-05	False		factorial	9.0	2021-08-21 12:25:17.700023
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.5e-05	False		factorial	10.0	2021-08-21 12:25:17.702391
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	2.9e-05	False		factorial	11.0	2021-08-21 12:25:17.704799
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	3.2e-05	False		factorial	12.0	2021-08-21 12:25:17.707249
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3.3e-05	False		factorial	13.0	2021-08-21 12:25:17.709745
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	3.6e-05	False		factorial	14.0	2021-08-21 12:25:17.712280
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	3.8e-05	False		factorial	15.0	2021-08-21 12:25:17.714821
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	4e-05	False		factorial	16.0	2021-08-21 12:25:17.717373
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	4.4e-05	False		factorial	17.0	2021-08-21 12:25:17.719977
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.5e-05	False		factorial	18.0	2021-08-21 12:25:17.722647
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	4.8e-05	False		factorial	19.0	2021-08-21 12:25:17.725249
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	5.1e-05	False		factorial	20.0	2021-08-21 12:25:17.727891
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:25:17.736800
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.009965	True		factorial	2.0	2021-08-21 12:25:17.817239
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.015039	True		factorial	3.0	2021-08-21 12:25:17.997223
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.019973	True		factorial	4.0	2021-08-21 12:25:18.229293
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.024972	True		factorial	5.0	2021-08-21 12:25:18.509232
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029787	True		factorial	6.0	2021-08-21 12:25:18.837278
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.035009	True		factorial	7.0	2021-08-21 12:25:19.213214
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.03979	True		factorial	8.0	2021-08-21 12:25:19.641262
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044797	True		factorial	9.0	2021-08-21 12:25:20.117266
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.049575	True		factorial	10.0	2021-08-21 12:25:20.645259
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054816	True		factorial	11.0	2021-08-21 12:25:21.221249
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059487	True		factorial	12.0	2021-08-21 12:25:21.849256
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.064456	True		factorial	13.0	2021-08-21 12:25:22.525270
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069408	True		factorial	14.0	2021-08-21 12:25:23.249208
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.07456	True		factorial	15.0	2021-08-21 12:25:24.021278
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079359	True		factorial	16.0	2021-08-21 12:25:24.845273
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084518	True		factorial	17.0	2021-08-21 12:25:25.717289
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089347	True		factorial	18.0	2021-08-21 12:25:26.641239
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.094402	True		factorial	19.0	2021-08-21 12:25:27.613240
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.09902	True		factorial	20.0	2021-08-21 12:25:28.637265
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:25:29.714791
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	4e-06	False		factorial	2.0	2021-08-21 12:25:29.717091
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:25:29.719144
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:25:29.721144
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	1e-05	False		factorial	5.0	2021-08-21 12:25:29.723218
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.3e-05	False		factorial	6.0	2021-08-21 12:25:29.725275
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.5e-05	False		factorial	7.0	2021-08-21 12:25:29.727580
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.6e-05	False		factorial	8.0	2021-08-21 12:25:29.729902
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.9e-05	False		factorial	9.0	2021-08-21 12:25:29.732227
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.4e-05	False		factorial	10.0	2021-08-21 12:25:29.734607
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	2.9e-05	False		factorial	11.0	2021-08-21 12:25:29.737009
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	3.1e-05	False		factorial	12.0	2021-08-21 12:25:29.739543
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3.3e-05	False		factorial	13.0	2021-08-21 12:25:29.742061
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	3.7e-05	False		factorial	14.0	2021-08-21 12:25:29.744572
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	4e-05	False		factorial	15.0	2021-08-21 12:25:29.747160
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	4e-05	False		factorial	16.0	2021-08-21 12:25:29.749780
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	4.5e-05	False		factorial	17.0	2021-08-21 12:25:29.752369
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.6e-05	False		factorial	18.0	2021-08-21 12:25:29.754965
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	5e-05	False		factorial	19.0	2021-08-21 12:25:29.757637
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	5.1e-05	False		factorial	20.0	2021-08-21 12:25:29.760333
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:25:29.769236
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.010048	True		factorial	2.0	2021-08-21 12:25:29.853240
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.01492	True		factorial	3.0	2021-08-21 12:25:30.033256
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.020055	True		factorial	4.0	2021-08-21 12:25:30.261210
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.02489	True		factorial	5.0	2021-08-21 12:25:30.541254
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029873	True		factorial	6.0	2021-08-21 12:25:30.869234
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.03485	True		factorial	7.0	2021-08-21 12:25:31.249246
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039918	True		factorial	8.0	2021-08-21 12:25:31.677235
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044615	True		factorial	9.0	2021-08-21 12:25:32.157247
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.049863	True		factorial	10.0	2021-08-21 12:25:32.685235
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054807	True		factorial	11.0	2021-08-21 12:25:33.265258
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059661	True		factorial	12.0	2021-08-21 12:25:33.893216
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.064221	True		factorial	13.0	2021-08-21 12:25:34.569258
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069778	True		factorial	14.0	2021-08-21 12:25:35.293258
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074324	True		factorial	15.0	2021-08-21 12:25:36.069251
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079365	True		factorial	16.0	2021-08-21 12:25:36.893224
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084521	True		factorial	17.0	2021-08-21 12:25:37.765214
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089233	True		factorial	18.0	2021-08-21 12:25:38.689271
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.094434	True		factorial	19.0	2021-08-21 12:25:39.661272
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.099214	True		factorial	20.0	2021-08-21 12:25:40.685248
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:25:41.762882
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	3e-06	False		factorial	2.0	2021-08-21 12:25:41.765165
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:25:41.767171
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:25:41.769206
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	1e-05	False		factorial	5.0	2021-08-21 12:25:41.771243
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.1e-05	False		factorial	6.0	2021-08-21 12:25:41.773288
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.3e-05	False		factorial	7.0	2021-08-21 12:25:41.775369
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.4e-05	False		factorial	8.0	2021-08-21 12:25:41.777450
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.6e-05	False		factorial	9.0	2021-08-21 12:25:41.779598
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.2e-05	False		factorial	10.0	2021-08-21 12:25:41.781741
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	2.6e-05	False		factorial	11.0	2021-08-21 12:25:41.783941
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	2.8e-05	False		factorial	12.0	2021-08-21 12:25:41.786158
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3e-05	False		factorial	13.0	2021-08-21 12:25:41.788401
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	3.3e-05	False		factorial	14.0	2021-08-21 12:25:41.790655
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	3.6e-05	False		factorial	15.0	2021-08-21 12:25:41.792918
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	3.6e-05	False		factorial	16.0	2021-08-21 12:25:41.795238
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	4e-05	False		factorial	17.0	2021-08-21 12:25:41.797551
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4e-05	False		factorial	18.0	2021-08-21 12:25:41.799922
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	4.3e-05	False		factorial	19.0	2021-08-21 12:25:41.802270
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	5.5e-05	False		factorial	20.0	2021-08-21 12:25:41.804645
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:25:41.812729
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.009972	True		factorial	2.0	2021-08-21 12:25:41.893229
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.01508	True		factorial	3.0	2021-08-21 12:25:42.073219
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.019908	True		factorial	4.0	2021-08-21 12:25:42.305255
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.024899	True		factorial	5.0	2021-08-21 12:25:42.585245
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029949	True		factorial	6.0	2021-08-21 12:25:42.913230
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.034828	True		factorial	7.0	2021-08-21 12:25:43.293250
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039867	True		factorial	8.0	2021-08-21 12:25:43.721274
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044625	True		factorial	9.0	2021-08-21 12:25:44.201258
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.049951	True		factorial	10.0	2021-08-21 12:25:44.729264
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054807	True		factorial	11.0	2021-08-21 12:25:45.309260
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059711	True		factorial	12.0	2021-08-21 12:25:45.937254
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.064441	True		factorial	13.0	2021-08-21 12:25:46.613256
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069599	True		factorial	14.0	2021-08-21 12:25:47.337262
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074371	True		factorial	15.0	2021-08-21 12:25:48.113257
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079427	True		factorial	16.0	2021-08-21 12:25:48.937278
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084593	True		factorial	17.0	2021-08-21 12:25:49.813265
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089148	True		factorial	18.0	2021-08-21 12:25:50.737264
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.094491	True		factorial	19.0	2021-08-21 12:25:51.709245
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.098881	True		factorial	20.0	2021-08-21 12:25:52.733218
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:25:53.806851
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	3e-06	False		factorial	2.0	2021-08-21 12:25:53.809135
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:25:53.811165
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:25:53.813192
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	1e-05	False		factorial	5.0	2021-08-21 12:25:53.815278
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.1e-05	False		factorial	6.0	2021-08-21 12:25:53.817321
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.5e-05	False		factorial	7.0	2021-08-21 12:25:53.819406
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.7e-05	False		factorial	8.0	2021-08-21 12:25:53.821707
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.8e-05	False		factorial	9.0	2021-08-21 12:25:53.824056
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.4e-05	False		factorial	10.0	2021-08-21 12:25:53.826428
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	2.9e-05	False		factorial	11.0	2021-08-21 12:25:53.828844
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	3.1e-05	False		factorial	12.0	2021-08-21 12:25:53.831316
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3.3e-05	False		factorial	13.0	2021-08-21 12:25:53.833793
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	3.7e-05	False		factorial	14.0	2021-08-21 12:25:53.836354
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	4e-05	False		factorial	15.0	2021-08-21 12:25:53.838871
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	4e-05	False		factorial	16.0	2021-08-21 12:25:53.841435
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	4.5e-05	False		factorial	17.0	2021-08-21 12:25:53.844096
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.5e-05	False		factorial	18.0	2021-08-21 12:25:53.846711
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	5e-05	False		factorial	19.0	2021-08-21 12:25:53.849353
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	5.2e-05	False		factorial	20.0	2021-08-21 12:25:53.852081
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:25:53.860993
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.010074	True		factorial	2.0	2021-08-21 12:25:53.941249
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.01489	True		factorial	3.0	2021-08-21 12:25:54.121207
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.020058	True		factorial	4.0	2021-08-21 12:25:54.349237
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.024875	True		factorial	5.0	2021-08-21 12:25:54.629267
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029759	True		factorial	6.0	2021-08-21 12:25:54.957205
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.034896	True		factorial	7.0	2021-08-21 12:25:55.333281
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039687	True		factorial	8.0	2021-08-21 12:25:55.761257
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044646	True		factorial	9.0	2021-08-21 12:25:56.237267
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.049808	True		factorial	10.0	2021-08-21 12:25:56.765264
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054592	True		factorial	11.0	2021-08-21 12:25:57.345303
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059749	True		factorial	12.0	2021-08-21 12:25:57.969262
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.064451	True		factorial	13.0	2021-08-21 12:25:58.645245
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069453	True		factorial	14.0	2021-08-21 12:25:59.369231
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074298	True		factorial	15.0	2021-08-21 12:26:00.145247
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079645	True		factorial	16.0	2021-08-21 12:26:00.969254
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084183	True		factorial	17.0	2021-08-21 12:26:01.845264
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089404	True		factorial	18.0	2021-08-21 12:26:02.765246
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.094482	True		factorial	19.0	2021-08-21 12:26:03.741270
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.099015	True		factorial	20.0	2021-08-21 12:26:04.765252
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:26:05.838922
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	3e-06	False		factorial	2.0	2021-08-21 12:26:05.841251
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:26:05.843269
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:26:05.845326
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	1e-05	False		factorial	5.0	2021-08-21 12:26:05.847381
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.1e-05	False		factorial	6.0	2021-08-21 12:26:05.849438
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.3e-05	False		factorial	7.0	2021-08-21 12:26:05.851543
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.4e-05	False		factorial	8.0	2021-08-21 12:26:05.853639
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.6e-05	False		factorial	9.0	2021-08-21 12:26:05.855752
